date , Sv , C 
Wed Jul  6 13:02:27 2022, 31.31, 875.0
Wed Jul  6 13:02:58 2022, 39.25, 875.0
Wed Mar 29 11:32:10 2023, 3.14, 866.0
Wed Mar 29 11:32:42 2023, 5.41, 866.0
Wed Mar 29 11:33:05 2023, 33.51, 866.0
Wed Mar 29 11:33:32 2023, 38.59, 866.0
Wed Mar 29 11:34:10 2023, 37.35, 866.0
Wed Mar 29 11:34:51 2023, 39.09, 866.0
