date , Sv , C 
Tue Feb  4 09:53:29 2025, 0.00, 834.0
Tue Feb  4 09:54:30 2025, 0.00, 834.0
Wed Feb  5 11:24:21 2025, 45.56, 834.0
Thu Feb  6 09:36:59 2025, 30.86, 834.0
Thu Feb  6 09:41:06 2025, 64.84, 834.0
Thu Feb  6 09:43:39 2025, 47.68, 834.0
Mon Mar 31 14:22:13 2025, 13.55, 858.4
Mon Mar 31 14:22:43 2025, 14.51, 858.4
Mon Mar 31 14:23:32 2025, 13.37, 858.4
Mon Mar 31 14:23:59 2025, 14.02, 858.4
