date , Sv , C 
Tue Feb 25 22:16:22 2020, 49.80, 801.0
Tue Feb 25 22:16:45 2020, 44.36, 801.0
Tue Feb 25 22:17:11 2020, 45.56, 801.0
Tue Jan 16 14:17:36 2024, 70.69, 883.0
Tue Jan 16 14:19:09 2024, 68.58, 883.0
Tue Jan 16 14:20:18 2024, 67.87, 883.0
Thu Jun 27 10:58:34 2024, 64.18, 894.0
Thu Jun 27 10:59:55 2024, 64.68, 894.0
