date , Sv , C 
Thu May 27 13:04:04 2021, 38.46, 853.0
Thu May 27 13:04:30 2021, 40.19, 853.0
Thu May 27 13:04:56 2021, 8.03, 853.0
Thu May 27 13:05:23 2021, 37.02, 853.0
Mon Apr 10 12:03:19 2023, 53.78, 845.0
Mon Apr 10 12:03:53 2023, 49.09, 845.0
Mon Apr 10 12:04:27 2023, 54.43, 845.0
Mon Apr 10 12:05:07 2023, 49.54, 845.0
