date , Sv , C 
Wed Jul  6 13:07:01 2022, 0.00, 862.0
Wed Jul  6 13:59:02 2022, 0.00, 862.0
Wed Jul  6 15:05:28 2022, 0.00, 862.0
Thu Jul  7 21:14:37 2022, 0.00, 862.0
Wed Mar 29 10:48:29 2023, 46.67, 851.0
Wed Mar 29 10:53:55 2023, 40.35, 851.0
Wed Mar 29 10:54:48 2023, 42.36, 851.0
Wed Mar 29 10:55:36 2023, 4.70, 851.0
Wed Mar 29 10:56:19 2023, 39.94, 851.0
Tue Jan 16 13:24:15 2024, 46.06, 850.0
Tue Jan 16 13:27:08 2024, 41.90, 850.0
Tue Jan 16 13:28:00 2024, 42.83, 850.0
