date , Sv , C 
Wed May 26 14:41:08 2021, 0.31, 855.0
Wed May 26 14:42:20 2021, 0.00, 855.0
Wed May 26 14:47:09 2021, 15.43, 855.0
Wed May 26 14:47:57 2021, 9.60, 855.0
Wed May 26 15:24:02 2021, 6.98, 855.0
Wed May 26 15:25:48 2021, 39.78, 855.0
Wed May 26 15:26:15 2021, 35.36, 855.0
Wed May 26 15:26:52 2021, 37.30, 855.0
