date , Sv , C 
Mon Jul 13 23:06:56 2020, 32.58, 767.0
Mon Jul 13 23:07:20 2020, 24.03, 767.0
Mon Jul 13 23:07:47 2020, 36.86, 767.0
Mon Jul 13 23:08:16 2020, 40.69, 767.0
Tue Nov 10 11:54:56 2020, 48.05, 810.0
Tue Nov 10 11:55:19 2020, 0.00, 810.0
Tue Nov 10 11:55:46 2020, 40.32, 810.0
Mon Nov 23 15:20:11 2020, 40.55, 808.0
Mon Nov 23 15:21:07 2020, 47.63, 808.0
Mon Nov 23 15:21:31 2020, 44.77, 808.0
