date , Sv , C 
Wed May 26 15:16:17 2021, 40.16, 769.0
Wed May 26 15:17:05 2021, 39.02, 769.0
Wed May 26 15:17:35 2021, 43.71, 769.0
Mon Apr 10 11:52:25 2023, 45.31, 758.0
Mon Apr 10 11:52:56 2023, 42.90, 758.0
Mon Apr 10 11:53:20 2023, 40.96, 758.0
Mon Apr 10 11:54:07 2023, 37.84, 758.0
Mon Apr 10 11:54:42 2023, 44.92, 758.0
Thu Jun 27 15:42:48 2024, 48.12, 793.0
Thu Jun 27 15:43:18 2024, 39.67, 793.0
