date , Sv , C 
Wed Jul  6 12:39:24 2022, 36.83, 894.0
Wed Jul  6 12:41:32 2022, 38.21, 894.0
Wed Jul  6 12:43:58 2022, 47.12, 894.0
Wed Jul  6 12:47:51 2022, 34.00, 894.0
Wed Jul  6 12:48:32 2022, 37.97, 894.0
Wed Mar 29 11:23:02 2023, 37.42, 888.0
Wed Mar 29 11:23:35 2023, 34.67, 888.0
Wed Mar 29 11:24:03 2023, 21.84, 888.0
Wed Mar 29 11:24:36 2023, 34.80, 888.0
Wed Mar 29 11:25:10 2023, 37.03, 888.0
