date , Sv , C 
Thu May 27 11:02:09 2021, 50.91, 784.0
Thu May 27 11:02:40 2021, 38.72, 784.0
Thu May 27 11:03:07 2021, 43.04, 784.0
Thu May 27 11:03:34 2021, 42.36, 784.0
Thu May 27 11:04:00 2021, 5.61, 784.0
Thu May 27 11:04:30 2021, 44.93, 784.0
Thu May 27 11:05:00 2021, 41.77, 784.0
Mon Apr 10 11:37:07 2023, 39.34, 749.0
Mon Apr 10 11:39:53 2023, 38.86, 749.0
