*Frequency 	VM1-abs (dB)	VM1-phase (deg)	Vin-abs (dB)	Vin-phase (deg)
0.0136144468246595	-35.3370779431236	-90.9904620275417	0	0
0.0138995263121335	-35.1571317257186	-91.0111976605982	0	0
0.0141905752168909	-34.977187783546	-91.0323672222337	0	0
0.0144877185354476	-34.7972462128266	-91.053979781706	0	0
0.0147910838816821	-34.6173071138476	-91.0760445970902	0	0
0.0151008015416415	-34.4373705911345	-91.0985711191626	0	0
0.0154170045294956	-34.2574367536297	-91.1215689953613	0	0
0.0157398286446622	-34.0775057148791	-91.1450480738252	0	0
0.0160694125301288	-33.8975775932261	-91.1690184075131	0	0
0.0164058977319954	-33.7176525120139	-91.1934902584026	0	0
0.0167494287602644	-33.5377305997971	-91.2184741017721	0	0
0.0171001531509029	-33.3578119905604	-91.2439806305658	0	0
0.017458221529205	-33.1778968239485	-91.2700207598439	0	0
0.0178237876744809	-32.9979852455041	-91.2966056313194	0	0
0.0181970085860998	-32.818077406917	-91.3237466179816	0	0
0.018578044550917	-32.6381734662829	-91.35145532881	0	0
0.0189670592121115	-32.4582735883732	-91.3797436135771	0	0
0.0193642196394661	-32.2783779449169	-91.4086235677445	0	0
0.0197696964011186	-32.0984867148929	-91.4381075374506	0	0
0.0201836636368156	-31.9186000848358	-91.4682081245942	0	0
0.0206062991327	-31.7387182491542	-91.498938192013	0	0
0.0210377843976647	-31.5588414104615	-91.5303108687592	0	0
0.0214783047413053	-31.3789697799222	-91.5623395554742	0	0
0.0219280493535045	-31.1991035776108	-91.595037929863	0	0
0.0223872113856834	-31.0192430328875	-91.6284199522685	0	0
0.0228559880337543	-30.8393883847878	-91.66249987135	0	0
0.02333458062281	-30.6595398824304	-91.6972922298631	0	0
0.0238231946935869	-30.4796977854403	-91.7328118705463	0	0
0.0243220400907382	-30.2998623643905	-91.769073942112	0	0
0.0248313310529557	-30.1200339012623	-91.8060939053449	0	0
0.0253512863049791	-29.9402126899239	-91.8438875393088	0	0
0.0258821291515309	-29.7603990366301	-91.8824709476621	0	0
0.0264240875732195	-29.5805932605416	-91.9218605650828	0	0
0.0269773943244492	-29.4007956942672	-91.9620731638058	0	0
0.0275422870333817	-29.221006684427	-92.0031258602703	0	0
0.0281190083039894	-29.0412265922408	-92.0450361218805	0	0
0.0287078058202469	-28.8614557941392	-92.0878217738796	0	0
0.0293089324525032	-28.6816946824014	-92.1315010063368	0	0
0.0299226463660819	-28.5019436658184	-92.1760923812488	0	0
0.0305492111321551	-28.3222031703847	-92.2216148397559	0	0
0.0311888958409394	-28.1424736400174	-92.2680877094729	0	0
0.0318419752172612	-27.9627555373062	-92.3155307119341	0	0
0.0325087297385434	-27.7830493442936	-92.3639639701539	0	0
0.033189445755261	-27.6033555632877	-92.4134080163021	0	0
0.0338844156139202	-27.4236747177079	-92.4638837994922	0	0
0.0345939377826122	-27.2440073529663	-92.5154126936853	0	0
0.0353183169791957	-27.0643540373848	-92.5680165057051	0	0
0.0360578643021642	-26.8847153631492	-92.6217174833662	0	0
0.0368128973642531	-26.7050919473042	-92.6765383237129	0	0
0.0375837404288444	-26.5254844327871	-92.7325021813675	0	0
0.0383707245492279	-26.3458934895051	-92.789632676986	0	0
0.0391741877107783	-26.1663198154563	-92.8479539058205	0	0
0.0399944749761098	-25.9867641378958	-92.9074904463842	0	0
0.0408319386332692	-25.8072272145501	-92.9682673692189	0	0
0.0416869383470335	-25.6277098348803	-93.0303102457586	0	0
0.0425598413133743	-25.4482128213967	-93.0936451572903	0	0
0.0434510224171571	-25.2687370310263	-93.1582987040039	0	0
0.0443608643931432	-25.089283356536	-93.2242980141306	0	0
0.0452897579903621	-24.9098527280129	-93.2916707531635	0	0
0.046238102139926	-24.7304461144042	-93.3604451331553	0	0
0.047206304126359	-24.5510645251187	-93.4306499220883	0	0
0.0481947797625127	-24.3717090116928	-93.5023144533107	0	0
0.0492039535681451	-24.1923806695227	-93.575468635031	0	0
0.0502342589522387	-24.0130806396655	-93.6501429598655	0	0
0.0512861383991365	-23.8338101107127	-93.7263685144292	0	0
0.052360043658575	-23.6545703207366	-93.8041769889615	0	0
0.0534564359396972	-23.4753625593144	-93.8836006869783	0	0
0.0545757861091271	-23.2961881696324	-93.9646725349398	0	0
0.0557185748931929	-23.1170485506715	-94.047426091922	0	0
0.0568852930843841	-22.9379451594793	-94.1318955592815	0	0
0.0580764417521312	-22.7588795135304	-94.2181157902991	0	0
0.059292532458	-22.5798531931781	-94.3061222997896	0	0
0.0605340874753913	-22.4008678442015	-94.3959512736612	0	0
0.0618016400138416	-22.2219251804498	-94.4876395784106	0	0
0.0630957344480193	-22.0430269865892	-94.581224770533	0	0
0.0644169265515177	-21.8641751209534	-94.6767451058319	0	0
0.065765783735542	-21.6853715185037	-94.7742395486062	0	0
0.0671428852925953	-21.5066181938997	-94.8737477806934	0	0
0.0685488226452662	-21.3279172446865	-94.9753102103474	0	0
0.0699841996002273	-21.1492708546007	-95.0789679809241	0	0
0.0714496326075513	-20.970681296999	-95.1847629793498	0	0
0.0729457510254568	-20.7921509384143	-95.2927378443442	0	0
0.0744731973905989	-20.6136822422419	-95.4029359743674	0	0
0.0760326276940182	-20.4352777725597	-95.5154015352592	0	0
0.0776247116628691	-20.2569401980874	-95.6301794675369	0	0
0.0792501330480472	-20.0786722962881	-95.7473154933143	0	0
0.0809095899178382	-19.9004769576149	-95.866856122805	0	0
0.0826037949577178	-19.7223571899094	-95.9888486603664	0	0
0.0843334757764276	-19.5443161229528	-96.1133412100442	0	0
0.08609937521846	-19.3663570131754	-96.2403826805673	0	0
0.0879022516830884	-19.1884832485286	-96.3700227897474	0	0
0.0897428794500748	-19.0106983535214	-96.502312068229	0	0
0.0916220490122	-18.8330059944274	-96.6373018625358	0	0
0.0935405674147552	-18.6554099846634	-96.7750443373556	0	0
0.0954992586021436	-18.4779142903461	-96.9155924770007	0	0
0.0974989637717387	-18.3005230360272	-97.0590000859807	0	0
0.0995405417351527	-18.1232405106125	-97.205321788617	0	0
0.101624869287069	-17.9460711734661	-97.3546130276284	0	0
0.103752841581801	-17.7690196607039	-97.5069300616113	0	0
0.105925372517729	-17.5920907916784	-97.6623299613324	0	0
0.108143395129794	-17.4152895756561	-97.8208706047527	0	0
0.110407861990207	-17.2386212186902	-97.9826106706914	0	0
0.112719745617551	-17.0620911306907	-98.1476096310383	0	0
0.115080038894444	-16.8857049326904	-98.3159277414161	0	0
0.117489755493953	-16.7094684643101	-98.4876260301918	0	0
0.119949930314938	-16.5333877914207	-98.6627662857291	0	0
0.122461619926505	-16.3574692140029	-98.8414110417712	0	0
0.125025903021772	-16.1817192742022	-99.0236235608364	0	0
0.127643880881134	-16.0061447645777	-99.2094678155063	0	0
0.13031667784523	-15.8307527365412	-99.3990084674803	0	0
0.133045441797809	-15.6555505089831	-99.5923108442632	0	0
0.135831344658715	-15.4805456770799	-99.7894409133531	0	0
0.138675582887189	-15.3057461212781	-99.9904652537845	0	0
0.141579377995708	-15.1311600164464	-100.195451024885	0	0
0.144543977074593	-14.9567958411891	-100.404465932091	0	0
0.147570653327589	-14.7826623873095	-100.617578189669	0	0
0.150660706618674	-14.6087687694139	-100.834856480186	0	0
0.153815464030303	-14.4351244346422	-101.056369910559	0	0
0.157036280433355	-14.2617391725111	-101.282187964521	0	0
0.160324539069004	-14.0886231248541	-101.512380451336	0	0
0.163681652142781	-13.9157867958397	-101.747017450573	0	0
0.167109061431071	-13.7432410620476	-101.986169252793	0	0
0.170608238900312	-13.5709971825815	-102.229906295936	0	0
0.174180687339161	-13.3990668091919	-102.478299097257	0	0
0.177827941003892	-13.2274619963843	-102.731418180615	0	0
0.181551566277314	-13.0561952114814	-102.989333998944	0	0
0.185353162341481	-12.8852793446073	-103.252116851724	0	0
0.189234361864497	-12.7147277185585	-103.519836797283	0	0
0.193196831701692	-12.5445540985245	-103.792563559749	0	0
0.197242273611485	-12.3747727016153	-104.070366430498	0	0
0.201372424986239	-12.2053982061517	-104.35331416393	0	0
0.205589059598414	-12.0364457606723	-104.64147486742	0	0
0.209893988362352	-11.8679309926031	-104.934915885319	0	0
0.214289060112006	-11.6998700165383	-105.233703676852	0	0
0.218776162394955	-11.5322794420713	-105.537903687813	0	0
0.223357222283053	-11.3651763811163	-105.847580215961	0	0
0.228034207200042	-11.1985784546537	-106.162796270022	0	0
0.232809125766501	-11.0325037988308	-106.483613422249	0	0
0.237684028662487	-10.8669710703453	-106.8100916545	0	0
0.242661009508241	-10.7019994510349	-107.142289197824	0	0
0.247742205763328	-10.5376086515938	-107.48026236558	0	0
0.252929799644615	-10.3738189143325	-107.82406538013	0	0
0.258226019063459	-10.2106510148959	-108.173750193207	0	0
0.263633138582538	-10.0481262628484	-108.529366300082	0	0
0.269153480392691	-9.88626650103704	-108.890960547687	0	0
0.274789415310239	-9.72509410363617	-109.258576936925	0	0
0.280543363795171	-9.56463197277854	-109.632256419425	0	0
0.286417796990658	-9.40490353367537	-110.012036689046	0	0
0.292415237784334	-9.24593272812634	-110.397951968522	0	0
0.298538261891796	-9.0877440063209	-110.790032791659	0	0
0.304789498962798	-8.9303623168318	-111.188305781584	0	0
0.311171633710602	-8.77381309470342	-111.592793425599	0	0
0.317687407064977	-8.61812224753877	-112.00351384726	0	0
0.324339617349349	-8.46331613949189	-112.42048057638	0	0
0.331131121482591	-8.30942157307603	-112.843702317699	0	0
0.338064836205982	-8.15646576870269	-113.273182719078	0	0
0.345143739335856	-8.0044763418721	-113.708920140103	0	0
0.352370871042487	-7.85348127794291	-114.150907422079	0	0
0.359749335155742	-7.70350890441704	-114.599131660481	0	0
0.367282300498085	-7.55458786068448	-115.05357398095	0	0
0.374973002245483	-7.40674706518412	-115.514209320051	0	0
0.382824743316823	-7.26001567994849	-115.981006212031	0	0
0.390840895792401	-7.11442307251343	-116.453926582881	0	0
0.399024902362142	-6.96999877518837	-116.932925553085	0	0
0.407380277804113	-6.8267724416994	-117.417951250463	0	0
0.415910610494022	-6.68477380123365	-117.908944634555	0	0
0.424619563946313	-6.54403260993244	-118.405839334046	0	0
0.433510878387529	-6.40457859990035	-118.908561498738	0	0
0.442588372362626	-6.26644142581711	-119.417029667577	0	0
0.451855944374922	-6.12965060926113	-119.931154654274	0	0
0.461317574560379	-5.99423548087581	-120.450839452003	0	0
0.470977326396952	-5.86022512053097	-120.975979158665	0	0
0.480839348449728	-5.72764829565619	-121.506460924138	0	0
0.490907876152603	-5.59653339794479	-122.042163920899	0	0
0.501187233627272	-5.46690837864948	-122.582959339293	0	0
0.511681835540307	-5.33880068271413	-123.128710408672	0	0
0.52239618899912	-5.21223718200603	-123.679272445477	0	0
0.53333489548762	-5.08724410793438	-124.234492929247	0	0
0.544502652842421	-4.96384698375897	-124.794211607366	0	0
0.555904257270404	-4.84207055691055	-125.358260629219	0	0
0.567544605408547	-4.72193873165937	-125.926464710248	0	0
0.579428696426881	-4.60347450248082	-126.498641326208	0	0
0.591561634175474	-4.48669988847806	-127.074600937737	0	0
0.60394862937638	-4.37163586922785	-127.654147245123	0	0
0.616595001861482	-4.25830232242041	-128.237077472953	0	0
0.629506182857198	-4.14671796366497	-128.82318268409	0	0
0.642687717317019	-4.03690028882941	-129.412248122207	0	0
0.656145266302905	-3.92886551927647	-130.004053581858	0	0
0.669884609416526	-3.82262855034882	-130.598373804868	0	0
0.683911647281429	-3.71820290344099	-131.19497890156	0	0
0.698232404077171	-3.6156006819795	-131.793634795172	0	0
0.712853030126519	-3.51483253161033	-132.394103687547	0	0
0.727779804536823	-3.41590760486963	-132.996144544054	0	0
0.743019137896701	-3.31883353058445	-133.599513595465	0	0
0.758577575029183	-3.22361638822098	-134.203964854396	0	0
0.774461797802518	-3.13026068736333	-134.809250643748	0	0
0.790678627999825	-3.03876935247124	-135.4151221345	0	0
0.807235030248838	-2.94914371302736	-136.021329890101	0	0
0.824138115013001	-2.86138349914616	-136.627624414643	0	0
0.841395141645195	-2.7754868426769	-137.233756701964	0	0
0.859013521505396	-2.69145028379337	-137.839478782834	0	0
0.877000821143634	-2.60926878302262	-138.444544267363	0	0
0.895364765549594	-2.52893573862641	-139.048708879866	0	0
0.91411324147025	-2.4504430092102	-139.651730983436	0	0
0.933254300796991	-2.37378094139812	-140.25337209163	0	0
0.952796164023651	-2.29893840237773	-140.853397364753	0	0
0.972747223776966	-2.22590281708588	-141.451576088398	0	0
0.993116048420933	-2.15466020977761	-142.047682132051	0	0
1.01391138573668	-2.08519524969314	-142.641494385766	0	0
1.03514216667934	-2.01749130051531	-143.232797173092	0	0
1.05681750921366	-1.95153047328951	-143.821380638669	0	0
1.07894672222983	-1.88729368246234	-144.407041109109	0	0
1.10153930954141	-1.82476070468289	-144.989581426029	0	0
1.12460497396693	-1.76391024000145	-145.568811250288	0	0
1.14815362149688	-1.70471997509593	-146.14454733677	0	0
1.17219536554813	-1.64716664815453	-146.716613779228	0	0
1.19674053130724	-1.59122611504539	-147.284842224957	0	0
1.22179966016487	-1.53687341640918	-147.849072059276	0	0
1.24738351424294	-1.48408284531915	-148.409150559995	0	0
1.27350308101666	-1.43282801516409	-148.964933022246	0	0
1.30016957803329	-1.38308192742366	-149.516282854244	0	0
1.32739445772974	-1.33481703902101	-150.063071644695	0	0
1.35518941235103	-1.28800532895628	-150.605179202738	0	0
1.38356637897178	-1.24261836394287	-151.142493571444	0	0
1.41253754462275	-1.19862736279034	-151.674911015991	0	0
1.44211535152487	-1.15600325929853	-152.202335987774	0	0
1.47231250243272	-1.11471676345045	-152.724681065766	0	0
1.50314196609002	-1.07473842071401	-153.241866876531	0	0
1.53461698279929	-1.03603866928561	-153.753821994336	0	0
1.56675107010815	-0.998587895131363	-154.260482822852	0	0
1.59955802861467	-0.962356484703953	-154.761793459952	0	0
1.63305194789433	-0.927314875235231	-155.257705547141	0	0
1.66724721255106	-0.893433602525241	-155.748178105109	0	0
1.70215850839495	-0.860683346169063	-156.233177356943	0	0
1.73780082874938	-0.829034972181449	-156.712676540442	0	0
1.77418948089017	-0.798459572997482	-157.186655711008	0	0
1.8113400926196	-0.768928504844223	-157.65510153648	0	0
1.84926861897808	-0.740413422493704	-158.118007085287	0	0
1.88799134909629	-0.712886311421798	-158.575371609187	0	0
1.92752491319093	-0.686319517410483	-159.027200321833	0	0
1.96788628970684	-0.660685773642226	-159.47350417433	0	0
2.00909281260873	-0.635958225345772	-159.914299628866	0	0
2.05116217882557	-0.612110452061188	-160.349608431448	0	0
2.09411245585089	-0.589116487600085	-160.779457384694	0	0
2.13796208950223	-0.566950837782893	-161.203878121556	0	0
2.182729911843	-0.54558849604103	-161.622906880781	0	0
2.2284351492703	-0.525004956975522	-162.036584284848	0	0
2.27509743077207	-0.5051762279673	-162.444955121047	0	0
2.3227367963571	-0.486078838936673	-162.848068126281	0	0
2.37137370566165	-0.467689850350719	-163.245975776153	0	0
2.42102904673618	-0.449986859578566	-163.638734078775	0	0
2.47172414501613	-0.432948005694044	-164.026402373722	0	0
2.52348077248057	-0.416551972824975	-164.409043136484	0	0
2.57632115700257	-0.400777992146965	-164.786721788698	0	0
2.63026799189538	-0.385605842617999	-165.159506514419	0	0
2.68534444565851	-0.371015850548166	-165.527468082622	0	0
2.74157417192788	-0.35698888809617	-165.890679676081	0	0
2.79898131963436	-0.343506370781713	-166.24921672675	0	0
2.85759054337494	-0.330550254099871	-166.603156757709	0	0
2.91742701400116	-0.318103029320168	-166.952579231723	0	0
2.97851642942919	-0.306147718550022	-167.297565406417	0	0
3.04088502567628	-0.29466786913847	-167.638198196044	0	0
3.10455958812835	-0.283647547492735	-167.974562039817	0	0
3.16956746304349	-0.27307133237646	-168.306742776708	0	0
3.23593656929628	-0.262924307755235	-168.63482752666	0	0
3.30369541036815	-0.253192055250687	-168.95890457807	0	0
3.37287308658868	-0.243860646261818	-169.279063281454	0	0
3.44349930763338	-0.234916633808053	-169.59539394913	0	0
3.51560440528298	-0.22634704414545	-169.9079877608	0	0
3.58921934645005	-0.218139368204048	-170.216936674846	0	0
3.66437574647833	-0.210281552891226	-170.522333345201	0	0
3.74110588272053	-0.202761992302724	-170.824271043609	0	0
3.81944270840046	-0.195569518880187	-171.122843587105	0	0
3.89941986676543	-0.188693394550963	-171.41814527054	0	0
3.98107170553497	-0.182123301883523	-171.710270803954	0	0
4.06443329165212	-0.175849335288916	-171.999315254636	0	0
4.14954042634363	-0.169861992296492	-172.285373993666	0	0
4.2364296604954	-0.164152164929679	-172.568542646777	0	0
4.32513831035009	-0.158711131205406	-172.848917049339	0	0
4.41570447353312	-0.153530546778761	-173.126593205283	0	0
4.5081670454146	-0.148602436752493	-173.401667249806	0	0
4.60256573581356	-0.143919187669208	-173.67423541566	0	0
4.69894108605216	-0.139473539702413	-173.94439400286	0	0
4.79733448636689	-0.135258579060871	-174.212239351648	0	0
4.89778819368446	-0.131267730619626	-174.477867818533	0	0
5.00034534976978	-0.12749475078926	-174.741375755259	0	0
5.10504999975406	-0.123933720634042	-175.00285949053	0	0
5.2119471110508	-0.120579039248389	-175.262415314348	0	0
5.32108259266793	-0.117425417400003	-175.520139464805	0	0
5.43250331492433	-0.114467871447081	-175.776128117186	0	0
5.5462571295791	-0.111701717536134	-176.030477375242	0	0
5.66239289038254	-0.109122566086301	-176.283283264492	0	0
5.78096047405718	-0.106726316565031	-176.534641727415	0	0
5.90201080171844	-0.104509152559685	-176.784648620414	0	0
6.02559586074357	-0.102467537148845	-177.033399712408	0	0
6.15176872709867	-0.10059820857659	-177.280990684937	0	0
6.28058358813318	-0.0988981762326839	-177.527517133661	0	0
6.41209576585161	-0.0973647169410483	-177.773074571128	0	0
6.54636174067275	-0.0959953715586097	-178.017758430706	0	0
6.68343917568614	-0.0947879418863212	-178.261664071552	0	0
6.82338694141669	-0.0937404878937548	-178.504886784529	0	0
6.96626514110768	-0.0928513252586262	-178.747521798943	0	0
7.11213513653329	-0.0921190232221037	-178.989664290009	0	0
7.26105957435154	-0.0915424027608816	-179.231409386939	0	0
7.41310241300917	-0.091120535076577	-179.472852181544	0	0
7.56832895020974	-0.0908527404030454	-179.714087737259	0	0
7.72680585095702	-0.0907385871319635	-179.955211098484	0	0
7.88860117618554	-0.0907778912569407	-180.196317300152	0	0
8.05378441199065	-0.0909707161364574	-180.43750137741	0	0
8.22242649947071	-0.0913173725754167	-180.67885837533	0	0
8.39459986519397	-0.0918184192257561	-180.920483358552	0	0
8.5703784523037	-0.0924746633053774	-181.162471420746	0	0
8.74983775227435	-0.0932871616358356	-181.404917693814	0	0
8.93305483733294	-0.0942572219978404	-181.647917356721	0	0
9.12010839355909	-0.0953864048046193	-181.891565643857	0	0
9.31107875467831	-0.0966765250921665	-182.135957852833	0	0
9.50604793656282	-0.0981296548258614	-182.381189351603	0	0
9.70509967245488	-0.0997481255224877	-182.627355584814	0	0
9.90831944892767	-0.101534531186424	-182.874552079269	0	0
10.115794542599	-0.103491731558783	-183.122874448405	0	0
10.327614057614	-0.105622855677877	-183.372418395664	0	0
10.5438689639126	-0.107931305748932	-183.623279716659	0	0
10.7646521362984	-0.110420761321013	-183.875554299998	0	0
10.9900583943252	-0.113095183768363	-184.129338126663	0	0
11.2201845430196	-0.115958821073124	-184.384727267823	0	0
11.4551294144553	-0.119016212905867	-184.641817880936	0	0
11.6949939101987	-0.122272195999807	-184.900706204036	0	0
11.9398810446427	-0.125731909814016	-185.161488548047	0	0
12.1898959892486	-0.129400802480097	-185.424261287012	0	0
12.4451461177138	-0.133284637026375	-185.689120846076	0	0
12.7057410520854	-0.137389497872379	-185.956163687085	0	0
12.9717927098395	-0.141721797585886	-186.225486291659	0	0
13.2434153519466	-0.146288283893593	-186.49718514158	0	0
13.5207256319427	-0.151096046935326	-186.771356696331	0	0
13.8038426460288	-0.15615252675084	-187.048097367644	0	0
14.0928879842187	-0.161465520986457	-187.327503490877	0	0
