Freq.	V(vin)	V(vout)
6.45654229034646e+001	2.99998484893697e-002,-4.21392754669747e-011	-1.62983362157264e+000,3.70740458084353e-001
6.60693448007586e+001	2.99998484892688e-002,-4.29114380465397e-011	-1.61410094763848e+000,4.01889073235437e-001
6.76082975391971e+001	2.99998484891708e-002,-4.37027721993466e-011	-1.59718369318138e+000,4.32251090613361e-001
6.91830970918926e+001	2.99998484890756e-002,-4.45138500265604e-011	-1.57913060297411e+000,4.61775263866393e-001
7.07945784384127e+001	2.99998484889833e-002,-4.53452506954922e-011	-1.55999310926802e+000,4.90413765420799e-001
7.24435960074979e+001	2.99998484888937e-002,-4.61975605352016e-011	-1.53982506390230e+000,5.18122340373835e-001
7.41310241300906e+001	2.99998484888069e-002,-4.70713731635406e-011	-1.51868246073947e+000,5.44860437628769e-001
7.58577575029172e+001	2.99998484887227e-002,-4.79672896515950e-011	-1.49662315050057e+000,5.70591317588797e-001
7.76247116628680e+001	2.99998484886413e-002,-4.88859187183736e-011	-1.47370655013615e+000,5.95282135928717e-001
7.94328234724269e+001	2.99998484885625e-002,-4.98278769595762e-011	-1.44999334891031e+000,6.18904003173705e-001
8.12830516164086e+001	2.99998484884862e-002,-5.07937891022292e-011	-1.42554521339281e+000,6.41432020031018e-001
8.31763771102658e+001	2.99998484884125e-002,-5.17842882930827e-011	-1.40042449354834e+000,6.62845288639744e-001
8.51138038202363e+001	2.99998484883413e-002,-5.28000164072259e-011	-1.37469393208064e+000,6.83126900122917e-001
8.70963589956067e+001	2.99998484882725e-002,-5.38416243849268e-011	-1.34841637913298e+000,7.02263899041717e-001
8.91250938133731e+001	2.99998484882061e-002,-5.49097725924827e-011	-1.32165451436509e+000,7.20247225559987e-001
9.12010839355895e+001	2.99998484881420e-002,-5.60051312015672e-011	-1.29447057832179e+000,7.37071636325252e-001
9.33254300796976e+001	2.99998484880802e-002,-5.71283805903946e-011	-1.26692611488081e+000,7.52735605256697e-001
9.54992586021420e+001	2.99998484880206e-002,-5.82802117642230e-011	-1.23908172641928e+000,7.67241205598171e-001
9.77237220955795e+001	2.99998484879631e-002,-5.94613267915908e-011	-1.21099684317206e+000,7.80593974742394e-001
9.99999999999984e+001	2.99998484879078e-002,-6.06724392577170e-011	-1.18272950807383e+000,7.92802763459098e-001
1.02329299228074e+002	2.99998484878545e-002,-6.19142747319864e-011	-1.15433617818317e+000,8.03879571262804e-001
1.04712854805088e+002	2.99998484878031e-002,-6.31875712504198e-011	-1.12587154358449e+000,8.13839369734249e-001
1.07151930523759e+002	2.99998484877538e-002,-6.44930798073888e-011	-1.09738836445653e+000,8.22699915662270e-001
1.09647819614317e+002	2.99998484877062e-002,-6.58315648652270e-011	-1.06893732678651e+000,8.30481555900105e-001
1.12201845430195e+002	2.99998484876605e-002,-6.72038048692421e-011	-1.04056691700228e+000,8.37207025831978e-001
1.14815362149686e+002	2.99998484876165e-002,-6.86105927757470e-011	-1.01232331559196e+000,8.42901243323355e-001
1.17489755493951e+002	2.99998484875743e-002,-7.00527365893119e-011	-9.84250309587364e-001,8.47591099982770e-001
1.20226443461739e+002	2.99998484875337e-002,-7.15310599102414e-011	-9.56389223604035e-001,8.51305251496465e-001
1.23026877081236e+002	2.99998484874947e-002,-7.30464024882574e-011	-9.28778868961782e-001,8.54073908711343e-001
1.25892541179415e+002	2.99998484874572e-002,-7.45996207880276e-011	-9.01455510255399e-001,8.55928631039314e-001
1.28824955169311e+002	2.99998484874212e-002,-7.61915885603071e-011	-8.74452848608659e-001,8.56902123639743e-001
1.31825673855639e+002	2.99998484873866e-002,-7.78231974219577e-011	-8.47802020725987e-001,8.57028039708984e-001
1.34896288259163e+002	2.99998484873535e-002,-7.94953574439998e-011	-8.21531612756620e-001,8.56340789069778e-001
1.38038426460286e+002	2.99998484873217e-002,-8.12089977475336e-011	-7.95667687905661e-001,8.54875354111369e-001
1.41253754462273e+002	2.99998484872911e-002,-8.29650671062051e-011	-7.70233826665032e-001,8.52667113986104e-001
1.44543977074590e+002	2.99998484872618e-002,-8.47645345584798e-011	-7.45251178494669e-001,8.49751677822735e-001
1.47910838816818e+002	2.99998484872337e-002,-8.66083900260469e-011	-7.20738523759282e-001,8.46164727572736e-001
1.51356124843618e+002	2.99998484872068e-002,-8.84976449416051e-011	-6.96712344717798e-001,8.41941870965923e-001
1.54881661891246e+002	2.99998484871810e-002,-9.04333328838196e-011	-6.73186904369746e-001,8.37118504917296e-001
1.58489319246109e+002	2.99998484871562e-002,-9.24165102220272e-011	-6.50174331983932e-001,8.31729689599841e-001
1.62181009735890e+002	2.99998484871325e-002,-9.44482567679367e-011	-6.27684714168182e-001,8.25810033279319e-001
1.65958690743753e+002	2.99998484871098e-002,-9.65296764382710e-011	-6.05726190383006e-001,8.19393587897803e-001
1.69824365246172e+002	2.99998484870880e-002,-9.86618979255552e-011	-5.84305051855139e-001,8.12513755293625e-001
1.73780082874935e+002	2.99998484870671e-002,-1.00846075379106e-010	-5.63425842907322e-001,8.05203203856898e-001
1.77827941003889e+002	2.99998484870471e-002,-1.03083389095505e-010	-5.43091463786718e-001,7.97493795342086e-001
1.81970085860995e+002	2.99998484870280e-002,-1.05375046221211e-010	-5.23303274144642e-001,7.89416521492233e-001
1.86208713666284e+002	2.99998484870097e-002,-1.07722281463791e-010	-5.04061196393167e-001,7.81001450073201e-001
1.90546071796321e+002	2.99998484869921e-002,-1.10126357816374e-010	-4.85363818238490e-001,7.72277679870282e-001
1.94984459975801e+002	2.99998484869753e-002,-1.12588567292830e-010	-4.67208493765388e-001,7.63273304163311e-001
1.99526231496885e+002	2.99998484869592e-002,-1.15110231676155e-010	-4.49591442520763e-001,7.54015382169390e-001
2.04173794466949e+002	2.99998484869438e-002,-1.17692703278247e-010	-4.32507846116039e-001,7.44529917923714e-001
2.08929613085400e+002	2.99998484869291e-002,-1.20337365714582e-010	-4.15951941937533e-001,7.34841846058286e-001
2.13796208950220e+002	2.99998484869150e-002,-1.23045634691815e-010	-3.99917113619999e-001,7.24975023934394e-001
2.18776162394951e+002	2.99998484869015e-002,-1.25818958808819e-010	-3.84395978001020e-001,7.14952229587219e-001
2.23872113856830e+002	2.99998484868886e-002,-1.28658820374247e-010	-3.69380468332329e-001,7.04795164948688e-001
2.29086765276773e+002	2.99998484868763e-002,-1.31566736238322e-010	-3.54861913578267e-001,6.94524463827216e-001
2.34422881531988e+002	2.99998484868645e-002,-1.34544258640752e-010	-3.40831113681234e-001,6.84159704139363e-001
2.39883291901945e+002	2.99998484868532e-002,-1.37592976074604e-010	-3.27278410719117e-001,6.73719423908053e-001
2.45470891568499e+002	2.99998484868424e-002,-1.40714514168198e-010	-3.14193755920293e-001,6.63221140564236e-001
2.51188643150954e+002	2.99998484868321e-002,-1.43910536584120e-010	-3.01566772537982e-001,6.52681373113003e-001
2.57039578276882e+002	2.99998484868222e-002,-1.47182745934959e-010	-2.89386814617578e-001,6.42115666750813e-001
2.63026799189534e+002	2.99998484868127e-002,-1.50532884720313e-010	-2.77643021718303e-001,6.31538619546991e-001
2.69153480392687e+002	2.99998484868037e-002,-1.53962736281269e-010	-2.66324369674342e-001,6.20963910829710e-001
2.75422870333812e+002	2.99998484867951e-002,-1.57474125774719e-010	-2.55419717500745e-001,6.10404330943800e-001
2.81838293126440e+002	2.99998484867868e-002,-1.61068921169458e-010	-2.44917850566021e-001,5.99871812074692e-001
2.88403150312655e+002	2.99998484867789e-002,-1.64749034262348e-010	-2.34807520166931e-001,5.89377459859223e-001
2.95120922666633e+002	2.99998484867714e-002,-1.68516421716033e-010	-2.25077479651559e-001,5.78931585529778e-001
3.01995172040196e+002	2.99998484867642e-002,-1.72373086120057e-010	-2.15716517244771e-001,5.68543738363035e-001
3.09029543251354e+002	2.99998484867573e-002,-1.76321077073957e-010	-2.06713485735816e-001,5.58222738228356e-001
3.16227766016832e+002	2.99998484867507e-002,-1.80362492294447e-010	-1.98057329191359e-001,5.47976708053436e-001
3.23593656929622e+002	2.99998484867444e-002,-1.84499478746965e-010	-1.89737106858940e-001,5.37813106046147e-001
3.31131121482585e+002	2.99998484867384e-002,-1.88734233801856e-010	-1.81742014425936e-001,5.27738757531562e-001
3.38844156139196e+002	2.99998484867327e-002,-1.93069006416545e-010	-1.74061402797786e-001,5.17759886281788e-001
3.46736850452525e+002	2.99998484867272e-002,-1.97506098343663e-010	-1.66684794556726e-001,5.07882145233617e-001
3.54813389233569e+002	2.99998484867220e-002,-2.02047865366564e-010	-1.59601898258784e-001,4.98110646504993e-001
3.63078054770095e+002	2.99998484867170e-002,-2.06696718562483e-010	-1.52802620722447e-001,4.88449990636008e-001
3.71535229097166e+002	2.99998484867122e-002,-2.11455125593774e-010	-1.46277077457398e-001,4.78904294993532e-001
3.80189396320554e+002	2.99998484867076e-002,-2.16325612028932e-010	-1.40015601376186e-001,4.69477221290842e-001
3.89045144994273e+002	2.99998484867033e-002,-2.21310762693172e-010	-1.34008749925767e-001,4.60172002184569e-001
3.98107170553490e+002	2.99998484866991e-002,-2.26413223049691e-010	-1.28247310769593e-001,4.50991466921258e-001
4.07380277804105e+002	2.99998484866951e-002,-2.31635700612657e-010	-1.22722306144526e-001,4.41938066014641e-001
4.16869383470328e+002	2.99998484866913e-002,-2.36980966392310e-010	-1.17424996010302e-001,4.33013894942641e-001
4.26579518801585e+002	2.99998484866877e-002,-2.42451856372727e-010	-1.12346880102735e-001,4.24220716860038e-001
4.36515832240158e+002	2.99998484866843e-002,-2.48051273024686e-010	-1.07479698995262e-001,4.15559984328838e-001
4.46683592150955e+002	2.99998484866810e-002,-2.53782186851754e-010	-1.02815434267048e-001,4.07032860073697e-001
4.57088189614867e+002	2.99998484866778e-002,-2.59647637972736e-010	-9.83463078694759e-002,3.98640236774315e-001
4.67735141287189e+002	2.99998484866748e-002,-2.65650737740881e-010	-9.40647807767454e-002,3.90382755910624e-001
4.78630092322629e+002	2.99998484866720e-002,-2.71794670399496e-010	-8.99635510002993e-002,3.82260825679935e-001
4.89778819368437e+002	2.99998484866693e-002,-2.78082694776633e-010	-8.60355510410711e-002,3.74274638007910e-001
5.01187233627263e+002	2.99998484866667e-002,-2.84518146018489e-010	-8.22739448480218e-002,3.66424184677542e-001
5.12861383991355e+002	2.99998484866642e-002,-2.91104437363161e-010	-7.86721243461690e-002,3.58709272602107e-001
5.24807460249763e+002	2.99998484866618e-002,-2.97845061955147e-010	-7.52237055922997e-002,3.51129538269483e-001
5.37031796370243e+002	2.99998484866596e-002,-3.04743594702262e-010	-7.19225246118034e-002,3.43684461386288e-001
5.49540873857614e+002	2.99998484866574e-002,-3.11803694175290e-010	-6.87626329655665e-002,3.36373377751056e-001
5.62341325190338e+002	2.99998484866554e-002,-3.19029104551971e-010	-6.57382930916392e-002,3.29195491386103e-001
5.75439937337146e+002	2.99998484866535e-002,-3.26423657605931e-010	-6.28439734624036e-002,3.22149885958025e-001
5.88843655355578e+002	2.99998484866516e-002,-3.33991274742030e-010	-6.00743435942464e-002,3.15235535516726e-001
6.02559586074346e+002	2.99998484866499e-002,-3.41735969078679e-010	-5.74242689432560e-002,3.08451314582762e-001
6.16595001861470e+002	2.99998484866482e-002,-3.49661847578783e-010	-5.48888057172131e-002,3.01796007612445e-001
6.30957344480181e+002	2.99998484866466e-002,-3.57773113230361e-010	-5.24631956311276e-002,2.95268317869708e-001
6.45654229034643e+002	2.99998484866451e-002,-3.66074067277507e-010	-5.01428606307658e-002,2.88866875733163e-001
6.60693448007583e+002	2.99998484866437e-002,-3.74569111503719e-010	-4.79233976060245e-002,2.82590246466159e-001
6.76082975391969e+002	2.99998484866424e-002,-3.83262750567903e-010	-4.58005731136020e-002,2.76436937476874e-001
6.91830970918923e+002	2.99998484866411e-002,-3.92159594395381e-010	-4.37703181262151e-002,2.70405405094726e-001
7.07945784384124e+002	2.99998484866399e-002,-4.01264360623822e-010	-4.18287228235714e-002,2.64494060888547e-001
7.24435960074976e+002	2.99998484866387e-002,-4.10581877106867e-010	-3.99720314384432e-002,2.58701277551068e-001
7.41310241300903e+002	2.99998484866376e-002,-4.20117084475300e-010	-3.81966371694807e-002,2.53025394373415e-001
7.58577575029169e+002	2.99998484866366e-002,-4.29875038758844e-010	-3.64990771708368e-002,2.47464722332357e-001
7.76247116628677e+002	2.99998484866357e-002,-4.39860914068155e-010	-3.48760276272529e-002,2.42017548812183e-001
7.94328234724266e+002	2.99998484866348e-002,-4.50080005339689e-010	-3.33242989219582e-002,2.36682141982124e-001
8.12830516164084e+002	2.99998484866339e-002,-4.60537731144844e-010	-3.18408309035549e-002,2.31456754849346e-001
8.31763771102655e+002	2.99998484866331e-002,-4.71239636563850e-010	-3.04226882569971e-002,2.26339629006647e-001
8.51138038202360e+002	2.99998484866324e-002,-4.82191396127218e-010	-2.90670559828066e-002,2.21328998093077e-001
8.70963589956064e+002	2.99998484866317e-002,-4.93398816825655e-010	-2.77712349877966e-002,2.16423090984857e-001
8.91250938133728e+002	2.99998484866311e-002,-5.04867841189956e-010	-2.65326377897968e-002,2.11620134733107e-001
9.12010839355892e+002	2.99998484866305e-002,-5.16604550442808e-010	-2.53487843381698e-002,2.06918357264079e-001
9.33254300796973e+002	2.99998484866299e-002,-5.28615167723966e-010	-2.42172979512841e-002,2.02315989856781e-001
9.54992586021417e+002	2.99998484866294e-002,-5.40906061390983e-010	-2.31359013715492e-002,1.97811269412099e-001
9.77237220955792e+002	2.99998484866290e-002,-5.53483748396241e-010	-2.21024129381252e-002,1.93402440526795e-001
9.99999999999981e+002	2.99998484866286e-002,-5.66354897743264e-010	-2.11147428769816e-002,1.89087757385014e-001
1.02329299228073e+003	2.99998484866282e-002,-5.79526334023515e-010	-2.01708897075911e-002,1.84865485479257e-001
1.04712854805088e+003	2.99998484866279e-002,-5.93005041035144e-010	-1.92689367652141e-002,1.80733903172101e-001
1.07151930523759e+003	2.99998484866276e-002,-6.06798165487057e-010	-1.84070488374266e-002,1.76691303109328e-001
1.09647819614316e+003	2.99998484866273e-002,-6.20913020788079e-010	-1.75834689132990e-002,1.72735993494490e-001
1.12201845430194e+003	2.99998484866271e-002,-6.35357090925934e-010	-1.67965150434083e-002,1.68866299234389e-001
1.14815362149686e+003	2.99998484866270e-002,-6.50138034435238e-010	-1.60445773086860e-002,1.65080562964371e-001
1.17489755493951e+003	2.99998484866268e-002,-6.65263688458877e-010	-1.53261148959427e-002,1.61377145961811e-001
1.20226443461739e+003	2.99998484866267e-002,-6.80742072903606e-010	-1.46396532777862e-002,1.57754428955685e-001
1.23026877081236e+003	2.99998484866267e-002,-6.96581394693081e-010	-1.39837814945403e-002,1.54210812839624e-001
1.25892541179414e+003	2.99998484866267e-002,-7.12790052119214e-010	-1.33571495356889e-002,1.50744719295405e-001
1.28824955169311e+003	2.99998484866267e-002,-7.29376639295818e-010	-1.27584658183056e-002,1.47354591333408e-001
1.31825673855638e+003	2.99998484866268e-002,-7.46349950715247e-010	-1.21864947598808e-002,1.44038893756162e-001
1.34896288259163e+003	2.99998484866269e-002,-7.63718985911971e-010	-1.16400544429250e-002,1.40796113550707e-001
1.38038426460286e+003	2.99998484866270e-002,-7.81492954234364e-010	-1.11180143687100e-002,1.37624760215169e-001
1.41253754462273e+003	2.99998484866272e-002,-7.99681279728019e-010	-1.06192932975022e-002,1.34523366024555e-001
1.44543977074590e+003	2.99998484866274e-002,-8.18293606132644e-010	-1.01428571726457e-002,1.31490486240505e-001
1.47910838816818e+003	2.99998484866277e-002,-8.37339801995567e-010	-9.68771712586608e-003,1.28524699269386e-001
1.51356124843618e+003	2.99998484866280e-002,-8.56829965904329e-010	-9.25292756118833e-003,1.25624606772858e-001
1.54881661891245e+003	2.99998484866284e-002,-8.76774431841463e-010	-8.83758431488981e-003,1.22788833734759e-001
1.58489319246108e+003	2.99998484866287e-002,-8.97183774663557e-010	-8.44082288894340e-003,1.20016028487902e-001
1.62181009735890e+003	2.99998484866292e-002,-9.18068815708881e-010	-8.06181675544674e-003,1.17304862704139e-001
1.65958690743753e+003	2.99998484866297e-002,-9.39440628534625e-010	-7.69977572957764e-003,1.14654031350814e-001
1.69824365246171e+003	2.99998484866302e-002,-9.61310544788851e-010	-7.35394440866263e-003,1.12062252616543e-001
1.73780082874934e+003	2.99998484866307e-002,-9.83690160218245e-010	-7.02360067499850e-003,1.09528267809010e-001
1.77827941003889e+003	2.99998484866314e-002,-1.00659134081736e-009	-6.70805426011862e-003,1.07050841227337e-001
1.81970085860995e+003	2.99998484866320e-002,-1.03002622911929e-009	-6.40664536825293e-003,1.04628760011374e-001
1.86208713666283e+003	2.99998484866327e-002,-1.05400725063461e-009	-6.11874335678691e-003,1.02260833970099e-001
1.90546071796321e+003	2.99998484866335e-002,-1.07854712043918e-009	-5.84374547158341e-003,9.99458953911739e-002
1.94984459975801e+003	2.99998484866343e-002,-1.10365884991625e-009	-5.58107563509068e-003,9.76827988335425e-002
1.99526231496884e+003	2.99998484866352e-002,-1.12935575365538e-009	-5.33018328521955e-003,9.54704209048410e-002
2.04173794466949e+003	2.99998484866361e-002,-1.15565145651184e-009	-5.09054226303208e-003,9.33076600252413e-002
2.08929613085400e+003	2.99998484866371e-002,-1.18255990083100e-009	-4.86164974734506e-003,9.11934361792495e-002
2.13796208950219e+003	2.99998484866382e-002,-1.21009535384081e-009	-4.64302523440944e-003,8.91266906568587e-002
2.18776162394951e+003	2.99998484866393e-002,-1.23827241521623e-009	-4.43420956088791e-003,8.71063857853592e-002
2.23872113856829e+003	2.99998484866404e-002,-1.26710602482060e-009	-4.23476396840945e-003,8.51315046530052e-002
2.29086765276773e+003	2.99998484866417e-002,-1.29661147062699e-009	-4.04426920803866e-003,8.32010508256525e-002
2.34422881531987e+003	2.99998484866430e-002,-1.32680439682396e-009	-3.86232468305376e-003,8.13140480573941e-002
2.39883291901944e+003	2.99998484866444e-002,-1.35770081211044e-009	-3.68854762848297e-003,7.94695399961421e-002
2.45470891568498e+003	2.99998484866458e-002,-1.38931709818358e-009	-3.52257232590420e-003,7.76665898850321e-002
2.51188643150953e+003	2.99998484866474e-002,-1.42167001842539e-009	-3.36404935206527e-003,7.59042802604528e-002
2.57039578276881e+003	2.99998484866490e-002,-1.45477672678962e-009	-3.21264485993608e-003,7.41817126474481e-002
2.63026799189533e+003	2.99998484866507e-002,-1.48865477689844e-009	-3.06803989085304e-003,7.24980072531677e-002
2.69153480392686e+003	2.99998484866525e-002,-1.52332213134871e-009	-2.92992971646753e-003,7.08523026589985e-002
2.75422870333811e+003	2.99998484866544e-002,-1.55879717123640e-009	-2.79802320925747e-003,6.92437555119458e-002
2.81838293126440e+003	2.99998484866564e-002,-1.59509870590201e-009	-2.67204224040880e-003,6.76715402157951e-002
2.88403150312655e+003	2.99998484866585e-002,-1.63224598290443e-009	-2.55172110391882e-003,6.61348486225317e-002
2.95120922666632e+003	2.99998484866607e-002,-1.67025869822593e-009	-2.43680596581842e-003,6.46328897244604e-002
3.01995172040195e+003	2.99998484866630e-002,-1.70915700671454e-009	-2.32705433745193e-003,6.31648893474227e-002
3.09029543251353e+003	2.99998484866655e-002,-1.74896153277125e-009	-2.22223457179666e-003,6.17300898454776e-002
3.16227766016831e+003	2.99998484866680e-002,-1.78969338128579e-009	-2.12212538184303e-003,6.03277497973759e-002
3.23593656929621e+003	2.99998484866707e-002,-1.83137414882483e-009	-2.02651538009549e-003,5.89571437051250e-002
3.31131121482584e+003	2.99998484866735e-002,-1.87402593508508e-009	-1.93520263829301e-003,5.76175616949184e-002
3.38844156139195e+003	2.99998484866764e-002,-1.91767135460917e-009	-1.84799426648252e-003,5.63083092206680e-002
3.46736850452524e+003	2.99998484866795e-002,-1.96233354877693e-009	-1.76470601061563e-003,5.50287067703619e-002
3.54813389233568e+003	2.99998484866828e-002,-2.00803619807529e-009	-1.68516186787136e-003,5.37780895754386e-002
3.63078054770094e+003	2.99998484866862e-002,-2.05480353465364e-009	-1.60919371894104e-003,5.25558073233553e-002
3.71535229097165e+003	2.99998484866897e-002,-2.10266035517256e-009	-1.53664097654264e-003,5.13612238734997e-002
3.80189396320553e+003	2.99998484866935e-002,-2.15163203395081e-009	-1.46735024946226e-003,5.01937169765842e-002
3.89045144994272e+003	2.99998484866974e-002,-2.20174453641865e-009	-1.40117502144951e-003,4.90526779976387e-002
3.98107170553489e+003	2.99998484867015e-002,-2.25302443288671e-009	-1.33797534432161e-003,4.79375116427051e-002
4.07380277804104e+003	2.99998484867058e-002,-2.30549891263249e-009	-1.27761754465812e-003,4.68476356893220e-002
4.16869383470326e+003	2.99998484867103e-002,-2.35919579831716e-009	-1.21997394349413e-003,4.57824807208748e-002
4.26579518801584e+003	2.99998484867150e-002,-2.41414356073604e-009	-1.16492258844440e-003,4.47414898648712e-002
4.36515832240157e+003	2.99998484867200e-002,-2.47037133391738e-009	-1.11234699771550e-003,4.37241185351973e-002
4.46683592150954e+003	2.99998484867251e-002,-2.52790893056565e-009	-1.06213591548554e-003,4.27298341783911e-002
4.57088189614865e+003	2.99998484867306e-002,-2.58678685787177e-009	-1.01418307815322e-003,4.17581160239666e-002
4.67735141287188e+003	2.99998484867363e-002,-2.64703633368645e-009	-9.68386990979689e-004,4.08084548388105e-002
4.78630092322628e+003	2.99998484867422e-002,-2.70868930307330e-009	-9.24650714666181e-004,3.98803526856655e-002
4.89778819368436e+003	2.99998484867485e-002,-2.77177845524593e-009	-8.82881661430999e-004,3.89733226857064e-002
5.01187233627261e+003	2.99998484867550e-002,-2.83633724090109e-009	-8.42991400167260e-004,3.80868887852100e-002
5.12861383991354e+003	2.99998484867619e-002,-2.90239988995285e-009	-8.04895470281479e-004,3.72205855263132e-002
5.24807460249761e+003	2.99998484867691e-002,-2.97000142968392e-009	-7.68513203829955e-004,3.63739578218452e-002
5.37031796370241e+003	2.99998484867766e-002,-3.03917770331585e-009	-7.33767555586514e-004,3.55465607342195e-002
5.49540873857613e+003	2.99998484867845e-002,-3.10996538901395e-009	-7.00584940691465e-004,3.47379592583630e-002
5.62341325190337e+003	2.99998484867927e-002,-3.18240201933573e-009	-6.68895079545880e-004,3.39477281086562e-002
5.75439937337144e+003	2.99998484868013e-002,-3.25652600112890e-009	-6.38630849631170e-004,3.31754515098561e-002
5.88843655355576e+003	2.99998484868104e-002,-3.33237663589656e-009	-6.09728143946600e-004,3.24207229919680e-002
6.02559586074345e+003	2.99998484868199e-002,-3.40999414063569e-009	-5.82125735771672e-004,3.16831451890295e-002
6.16595001861469e+003	2.99998484868298e-002,-3.48941966915892e-009	-5.55765149472849e-004,3.09623296417706e-002
6.30957344480180e+003	2.99998484868402e-002,-3.57069533391680e-009	-5.30590537086009e-004,3.02578966041050e-002
6.45654229034642e+003	2.99998484868511e-002,-3.65386422832492e-009	-5.06548560418504e-004,2.95694748534124e-002
6.60693448007582e+003	2.99998484868625e-002,-3.73897044961323e-009	-4.83588278425033e-004,2.88967015045644e-002
6.76082975391967e+003	2.99998484868744e-002,-3.82605912220630e-009	-4.61661039623274e-004,2.82392218276483e-002
6.91830970918921e+003	2.99998484868869e-002,-3.91517642164918e-009	-4.40720379324652e-004,2.75966890693391e-002
7.07945784384122e+003	2.99998484869000e-002,-4.00636959909015e-009	-4.20721921466062e-004,2.69687642778712e-002
7.24435960074974e+003	2.99998484869138e-002,-4.09968700633370e-009	-4.01623284837666e-004,2.63551161315579e-002
7.41310241300901e+003	2.99998484869281e-002,-4.19517812147746e-009	-3.83383993510650e-004,2.57554207708079e-002
7.58577575029167e+003	2.99998484869432e-002,-4.29289357514559e-009	-3.65965391278006e-004,2.51693616335851e-002
7.76247116628675e+003	2.99998484869589e-002,-4.39288517733319e-009	-3.49330559929067e-004,2.45966292942601e-002
7.94328234724264e+003	2.99998484869754e-002,-4.49520594487827e-009	-3.33444241186908e-004,2.40369213057984e-002
8.12830516164081e+003	2.99998484869927e-002,-4.59991012957063e-009	-3.18272762145057e-004,2.34899420452326e-002
8.31763771102653e+003	2.99998484870108e-002,-4.70705324691594e-009	-3.03783964047304e-004,2.29554025623634e-002
8.51138038202358e+003	2.99998484870297e-002,-4.81669210557176e-009	-2.89947134261165e-004,2.24330204316354e-002
8.70963589956061e+003	2.99998484870495e-002,-4.92888483746849e-009	-2.76732941302409e-004,2.19225196071344e-002
8.91250938133726e+003	2.99998484870703e-002,-5.04369092862932e-009	-2.64113372774244e-004,2.14236302806500e-002
9.12010839355889e+003	2.99998484870921e-002,-5.16117125071270e-009	-2.52061676090739e-004,2.09360887427507e-002
9.33254300796970e+003	2.99998484871148e-002,-5.28138809328644e-009	-2.40552301860106e-004,2.04596372468174e-002
9.54992586021414e+003	2.99998484871387e-002,-5.40440519685295e-009	-2.29560849808731e-004,1.99940238759810e-002
9.77237220955789e+003	2.99998484871637e-002,-5.53028778664577e-009	-2.19064017132264e-004,1.95390024129110e-002
9.99999999999977e+003	2.99998484871898e-002,-5.65910260721349e-009	-2.09039549165239e-004,1.90943322124024e-002
1.02329299228073e+004	2.99998484872172e-002,-5.79091795780648e-009	-1.99466192265133e-004,1.86597780767074e-002
1.04712854805088e+004	2.99998484872459e-002,-5.92580372859077e-009	-1.90323648812088e-004,1.82351101335610e-002
1.07151930523758e+004	2.99998484872759e-002,-6.06383143770563e-009	-1.81592534229178e-004,1.78201037168474e-002
1.09647819614316e+004	2.99998484873074e-002,-6.20507426918052e-009	-1.73254335932897e-004,1.74145392498573e-002
1.12201845430194e+004	2.99998484873403e-002,-6.34960711173867e-009	-1.65291374127269e-004,1.70182021310847e-002
1.14815362149686e+004	2.99998484873748e-002,-6.49750659850535e-009	-1.57686764359004e-004,1.66308826225139e-002
1.17489755493950e+004	2.99998484874109e-002,-6.64885114763567e-009	-1.50424381754674e-004,1.62523757403468e-002
1.20226443461739e+004	2.99998484874487e-002,-6.80372100389622e-009	-1.43488826864595e-004,1.58824811481217e-002
1.23026877081235e+004	2.99998484874883e-002,-6.96219828120949e-009	-1.36865393041261e-004,1.55210030521767e-002
1.25892541179414e+004	2.99998484875297e-002,-7.12436700619163e-009	-1.30540035283618e-004,1.51677500994080e-002
1.28824955169310e+004	2.99998484875731e-002,-7.29031316270248e-009	-1.24499340481221e-004,1.48225352772794e-002
1.31825673855638e+004	2.99998484876186e-002,-7.46012473743649e-009	-1.18730498995729e-004,1.44851758160342e-002
1.34896288259162e+004	2.99998484876662e-002,-7.63389176657385e-009	-1.13221277519473e-004,1.41554930930657e-002
1.38038426460285e+004	2.99998484877160e-002,-7.81170638351509e-009	-1.07959993154005e-004,1.38333125394014e-002
1.41253754462272e+004	2.99998484877682e-002,-7.99366286773438e-009	-1.02935488653621e-004,1.35184635482571e-002
1.44543977074589e+004	2.99998484878229e-002,-8.17985769476426e-009	-9.81371087818792e-005,1.32107793856171e-002
1.47910838816817e+004	2.99998484878801e-002,-8.37038958734922e-009	-9.35546777308446e-005,1.29100971027992e-002
1.51356124843617e+004	2.99998484879400e-002,-8.56535956778626e-009	-8.91784775554887e-005,1.26162574509610e-002
1.54881661891245e+004	2.99998484880028e-002,-8.76487101149004e-009	-8.49992275776465e-005,1.23291047975089e-002
1.58489319246108e+004	2.99998484880685e-002,-8.96902970180011e-009	-8.10080647159987e-005,1.20484870443668e-002
1.62181009735889e+004	2.99998484881373e-002,-9.17794388606963e-009	-7.71965247004514e-005,1.17742555480675e-002
1.65958690743752e+004	2.99998484882093e-002,-9.39172433305519e-009	-7.35565241311836e-005,1.15062650416257e-002
1.69824365246170e+004	2.99998484882848e-002,-9.61048439165101e-009	-7.00803433444259e-005,1.12443735581562e-002
1.73780082874933e+004	2.99998484883638e-002,-9.83434005098117e-009	-6.67606100488195e-005,1.09884423561988e-002
1.77827941003888e+004	2.99998484884465e-002,-1.00634100019005e-008	-6.35902836975556e-005,1.07383358467134e-002
