date , Sv , C 
Mon Jun 10 17:05:56 2019, 40.15, 771.0
Mon Jun 10 17:06:59 2019, 45.81, 771.0
Mon Jun 10 17:07:29 2019, 40.93, 771.0
Mon Jun 10 17:19:36 2019, 3.07, 771.0
Mon Jun 10 17:20:30 2019, 40.13, 771.0
Mon Jun 10 17:21:23 2019, 33.77, 771.0
Mon Jun 10 17:21:51 2019, 37.38, 771.0
Fri May  5 14:12:49 2023, 182.27, 142.0
