Freq.	V(vin)
9.33254300796970e+003	(-3.04576187731907e+001dB,-1.00867591996648e-005°)
9.54992586021414e+003	(-3.04576187731838e+001dB,-1.03217057476470e-005°)
9.77237220955789e+003	(-3.04576187731766e+001dB,-1.05621249988354e-005°)
9.99999999999977e+003	(-3.04576187731690e+001dB,-1.08081444265715e-005°)
1.02329299228073e+004	(-3.04576187731610e+001dB,-1.10598944734738e-005°)
1.04712854805088e+004	(-3.04576187731527e+001dB,-1.13175086206011e-005°)
1.07151930523758e+004	(-3.04576187731440e+001dB,-1.15811234582279e-005°)
1.09647819614316e+004	(-3.04576187731349e+001dB,-1.18508787582604e-005°)
1.12201845430194e+004	(-3.04576187731254e+001dB,-1.21269175483468e-005°)
1.14815362149686e+004	(-3.04576187731154e+001dB,-1.24093861877144e-005°)
1.17489755493950e+004	(-3.04576187731049e+001dB,-1.26984344447637e-005°)
1.20226443461739e+004	(-3.04576187730940e+001dB,-1.29942155764838e-005°)
1.23026877081235e+004	(-3.04576187730825e+001dB,-1.32968864097064e-005°)
1.25892541179414e+004	(-3.04576187730705e+001dB,-1.36066074242576e-005°)
1.28824955169310e+004	(-3.04576187730579e+001dB,-1.39235428380427e-005°)
1.31825673855638e+004	(-3.04576187730447e+001dB,-1.42478606941182e-005°)
1.34896288259162e+004	(-3.04576187730309e+001dB,-1.45797329497902e-005°)
1.38038426460285e+004	(-3.04576187730165e+001dB,-1.49193355677805e-005°)
1.41253754462272e+004	(-3.04576187730014e+001dB,-1.52668486095306e-005°)
1.44543977074589e+004	(-3.04576187729855e+001dB,-1.56224563306654e-005°)
1.47910838816817e+004	(-3.04576187729689e+001dB,-1.59863472786905e-005°)
1.51356124843617e+004	(-3.04576187729516e+001dB,-1.63587143929552e-005°)
1.54881661891245e+004	(-3.04576187729334e+001dB,-1.67397551069552e-005°)
1.58489319246108e+004	(-3.04576187729143e+001dB,-1.71296714530073e-005°)
1.62181009735889e+004	(-3.04576187728944e+001dB,-1.75286701693713e-005°)
1.65958690743752e+004	(-3.04576187728735e+001dB,-1.79369628098572e-005°)
1.69824365246170e+004	(-3.04576187728517e+001dB,-1.83547658559998e-005°)
1.73780082874933e+004	(-3.04576187728288e+001dB,-1.87823008318268e-005°)
1.77827941003888e+004	(-3.04576187728048e+001dB,-1.92197944213176e-005°)
1.81970085860994e+004	(-3.04576187727797e+001dB,-1.96674785885870e-005°)
1.86208713666282e+004	(-3.04576187727534e+001dB,-2.01255907008774e-005°)
1.90546071796320e+004	(-3.04576187727259e+001dB,-2.05943736544019e-005°)
1.94984459975800e+004	(-3.04576187726971e+001dB,-2.10740760031349e-005°)
1.99526231496883e+004	(-3.04576187726669e+001dB,-2.15649520905867e-005°)
2.04173794466948e+004	(-3.04576187726353e+001dB,-2.20672621846589e-005°)
2.08929613085399e+004	(-3.04576187726022e+001dB,-2.25812726156419e-005°)
2.13796208950218e+004	(-3.04576187725675e+001dB,-2.31072559174089e-005°)
2.18776162394950e+004	(-3.04576187725313e+001dB,-2.36454909719207e-005°)
2.23872113856829e+004	(-3.04576187724933e+001dB,-2.41962631570843e-005°)
2.29086765276772e+004	(-3.04576187724535e+001dB,-2.47598644980518e-005°)
2.34422881531987e+004	(-3.04576187724118e+001dB,-2.53365938220572e-005°)
2.39883291901943e+004	(-3.04576187723682e+001dB,-2.59267569168445e-005°)
2.45470891568497e+004	(-3.04576187723225e+001dB,-2.65306666927927e-005°)
2.51188643150952e+004	(-3.04576187722747e+001dB,-2.71486433488185e-005°)
2.57039578276880e+004	(-3.04576187722246e+001dB,-2.77810145421388e-005°)
2.63026799189532e+004	(-3.04576187721721e+001dB,-2.84281155619865e-005°)
2.69153480392685e+004	(-3.04576187721172e+001dB,-2.90902895073770e-005°)
2.75422870333810e+004	(-3.04576187720597e+001dB,-2.97678874690108e-005°)
2.81838293126439e+004	(-3.04576187719995e+001dB,-3.04612687154169e-005°)
2.88403150312654e+004	(-3.04576187719364e+001dB,-3.11708008834155e-005°)
2.95120922666631e+004	(-3.04576187718704e+001dB,-3.18968601730473e-005°)
3.01995172040194e+004	(-3.04576187718013e+001dB,-3.26398315470115e-005°)
3.09029543251352e+004	(-3.04576187717289e+001dB,-3.34001089347636e-005°)
3.16227766016830e+004	(-3.04576187716531e+001dB,-3.41780954413711e-005°)
3.23593656929620e+004	(-3.04576187715737e+001dB,-3.49742035612078e-005°)
3.31131121482583e+004	(-3.04576187714906e+001dB,-3.57888553966675e-005°)
3.38844156139194e+004	(-3.04576187714035e+001dB,-3.66224828819249e-005°)
3.46736850452523e+004	(-3.04576187713124e+001dB,-3.74755280119393e-005°)
3.54813389233567e+004	(-3.04576187712169e+001dB,-3.83484430767798e-005°)
3.63078054770093e+004	(-3.04576187711170e+001dB,-3.92416909014051e-005°)
3.71535229097164e+004	(-3.04576187710124e+001dB,-4.01557450910351e-005°)
3.80189396320552e+004	(-3.04576187709028e+001dB,-4.10910902822165e-005°)
3.89045144994271e+004	(-3.04576187707880e+001dB,-4.20482223997794e-005°)
3.98107170553488e+004	(-3.04576187706679e+001dB,-4.30276489197118e-005°)
4.07380277804103e+004	(-3.04576187705421e+001dB,-4.40298891382180e-005°)
4.16869383470325e+004	(-3.04576187704103e+001dB,-4.50554744469977e-005°)
4.26579518801582e+004	(-3.04576187702724e+001dB,-4.61049486149691e-005°)
4.36515832240155e+004	(-3.04576187701279e+001dB,-4.71788680765117e-005°)
4.46683592150952e+004	(-3.04576187699767e+001dB,-4.82778022264729e-005°)
4.57088189614864e+004	(-3.04576187698183e+001dB,-4.94023337219898e-005°)
4.67735141287187e+004	(-3.04576187696524e+001dB,-5.05530587913659e-005°)
4.78630092322627e+004	(-3.04576187694788e+001dB,-5.17305875501564e-005°)
4.89778819368434e+004	(-3.04576187692969e+001dB,-5.29355443245714e-005°)
5.01187233627260e+004	(-3.04576187691065e+001dB,-5.41685679824320e-005°)
5.12861383991352e+004	(-3.04576187689071e+001dB,-5.54303122718448e-005°)
5.24807460249760e+004	(-3.04576187686983e+001dB,-5.67214461677225e-005°)
5.37031796370239e+004	(-3.04576187684796e+001dB,-5.80426542264136e-005°)
5.49540873857611e+004	(-3.04576187682507e+001dB,-5.93946369485549e-005°)
5.62341325190335e+004	(-3.04576187680110e+001dB,-6.07781111503950e-005°)
5.75439937337143e+004	(-3.04576187677599e+001dB,-6.21938103437447e-005°)
5.88843655355574e+004	(-3.04576187674971e+001dB,-6.36424851247743e-005°)
6.02559586074343e+004	(-3.04576187672218e+001dB,-6.51249035718715e-005°)
6.16595001861467e+004	(-3.04576187669336e+001dB,-6.66418516527515e-005°)
6.30957344480177e+004	(-3.04576187666318e+001dB,-6.81941336410395e-005°)
6.45654229034639e+004	(-3.04576187663157e+001dB,-6.97825725425544e-005°)
6.60693448007579e+004	(-3.04576187659848e+001dB,-7.14080105315157e-005°)
6.76082975391965e+004	(-3.04576187656383e+001dB,-7.30713093968929e-005°)
6.91830970918919e+004	(-3.04576187652754e+001dB,-7.47733509991538e-005°)
7.07945784384120e+004	(-3.04576187648955e+001dB,-7.65150377376280e-005°)
7.24435960074972e+004	(-3.04576187644976e+001dB,-7.82972930287652e-005°)
7.41310241300899e+004	(-3.04576187640810e+001dB,-8.01210617954960e-005°)
7.58577575029165e+004	(-3.04576187636447e+001dB,-8.19873109680011e-005°)
7.76247116628672e+004	(-3.04576187631879e+001dB,-8.38970299961226e-005°)
7.94328234724261e+004	(-3.04576187627096e+001dB,-8.58512313736910e-005°)
8.12830516164079e+004	(-3.04576187622087e+001dB,-8.78509511750650e-005°)
8.31763771102650e+004	(-3.04576187616842e+001dB,-8.98972496041298e-005°)
8.51138038202355e+004	(-3.04576187611350e+001dB,-9.19912115560953e-005°)
8.70963589956058e+004	(-3.04576187605598e+001dB,-9.41339471923286e-005°)
8.91250938133723e+004	(-3.04576187599576e+001dB,-9.63265925285771e-005°)
9.12010839355886e+004	(-3.04576187593271e+001dB,-9.85703100368752e-005°)
9.33254300796967e+004	(-3.04576187586667e+001dB,-1.00866289261416e-004°)
9.54992586021411e+004	(-3.04576187579753e+001dB,-1.03215747448790e-004°)
9.77237220955786e+004	(-3.04576187572513e+001dB,-1.05619930192828e-004°)
9.99999999999974e+004	(-3.04576187564931e+001dB,-1.08080112094489e-004°)
1.02329299228073e+005	(-3.04576187556993e+001dB,-1.10597597437028e-004°)
1.04712854805087e+005	(-3.04576187548680e+001dB,-1.13173720876911e-004°)
1.07151930523758e+005	(-3.04576187539975e+001dB,-1.15809848150754e-004°)
1.09647819614316e+005	(-3.04576187530860e+001dB,-1.18507376798710e-004°)
1.12201845430193e+005	(-3.04576187521315e+001dB,-1.21267736904644e-004°)
1.14815362149685e+005	(-3.04576187511320e+001dB,-1.24092391853537e-004°)
1.17489755493950e+005	(-3.04576187500855e+001dB,-1.26982839106452e-004°)
1.20226443461738e+005	(-3.04576187489896e+001dB,-1.29940610993527e-004°)
1.23026877081235e+005	(-3.04576187478420e+001dB,-1.32967275525365e-004°)
1.25892541179413e+005	(-3.04576187466404e+001dB,-1.36064437223284e-004°)
1.28824955169310e+005	(-3.04576187453821e+001dB,-1.39233737968841e-004°)
1.31825673855637e+005	(-3.04576187440645e+001dB,-1.42476857873063e-004°)
1.34896288259162e+005	(-3.04576187426848e+001dB,-1.45795516165876e-004°)
1.38038426460285e+005	(-3.04576187412401e+001dB,-1.49191472106159e-004°)
1.41253754462272e+005	(-3.04576187397273e+001dB,-1.52666525912934e-004°)
1.44543977074589e+005	(-3.04576187381432e+001dB,-1.56222519718131e-004°)
1.47910838816817e+005	(-3.04576187364844e+001dB,-1.59861338541489e-004°)
1.51356124843617e+005	(-3.04576187347474e+001dB,-1.63584911288028e-004°)
1.54881661891244e+005	(-3.04576187329285e+001dB,-1.67395211768687e-004°)
1.58489319246107e+005	(-3.04576187310239e+001dB,-1.71294259744590e-004°)
1.62181009735889e+005	(-3.04576187290295e+001dB,-1.75284121995537e-004°)
1.65958690743752e+005	(-3.04576187269411e+001dB,-1.79366913413233e-004°)
1.69824365246170e+005	(-3.04576187247543e+001dB,-1.83544798119866e-004°)
1.73780082874933e+005	(-3.04576187224644e+001dB,-1.87819990612565e-004°)
1.77827941003888e+005	(-3.04576187200665e+001dB,-1.92194756934371e-004°)
1.81970085860994e+005	(-3.04576187175556e+001dB,-1.96671415872316e-004°)
1.86208713666282e+005	(-3.04576187149263e+001dB,-2.01252340183208e-004°)
1.90546071796320e+005	(-3.04576187121731e+001dB,-2.05939957847784e-004°)
1.94984459975799e+005	(-3.04576187092901e+001dB,-2.10736753353867e-004°)
1.99526231496883e+005	(-3.04576187062712e+001dB,-2.15645269009178e-004°)
2.04173794466948e+005	(-3.04576187031099e+001dB,-2.20668106284489e-004°)
2.08929613085398e+005	(-3.04576186997997e+001dB,-2.25807927187809e-004°)
2.13796208950218e+005	(-3.04576186963333e+001dB,-2.31067455670292e-004°)
2.18776162394949e+005	(-3.04576186927036e+001dB,-2.36449479064605e-004°)
2.23872113856828e+005	(-3.04576186889027e+001dB,-2.41956849556479e-004°)
2.29086765276771e+005	(-3.04576186849226e+001dB,-2.47592485690195e-004°)
2.34422881531986e+005	(-3.04576186807548e+001dB,-2.53359373908780e-004°)
2.39883291901943e+005	(-3.04576186763906e+001dB,-2.59260570129679e-004°)
2.45470891568497e+005	(-3.04576186718206e+001dB,-2.65299201356723e-004°)
2.51188643150951e+005	(-3.04576186670351e+001dB,-2.71478467329188e-004°)
2.57039578276880e+005	(-3.04576186620240e+001dB,-2.77801642208794e-004°)
2.63026799189531e+005	(-3.04576186567765e+001dB,-2.84272076305482e-004°)
2.69153480392684e+005	(-3.04576186512817e+001dB,-2.90893197842846e-004°)
2.75422870333809e+005	(-3.04576186455277e+001dB,-2.97668514764092e-004°)
2.81838293126438e+005	(-3.04576186395025e+001dB,-3.04601616579441e-004°)
2.88403150312653e+005	(-3.04576186331931e+001dB,-3.11696176255889e-004°)
2.95120922666631e+005	(-3.04576186265861e+001dB,-3.18955952150259e-004°)
3.01995172040193e+005	(-3.04576186196676e+001dB,-3.26384789986506e-004°)
3.09029543251351e+005	(-3.04576186124228e+001dB,-3.33986624878260e-004°)
3.16227766016829e+005	(-3.04576186048363e+001dB,-3.41765483397588e-004°)
3.23593656929619e+005	(-3.04576185968920e+001dB,-3.49725485690987e-004°)
3.31131121482582e+005	(-3.04576185885730e+001dB,-3.57870847643663e-004°)
3.38844156139193e+005	(-3.04576185798617e+001dB,-3.66205883093119e-004°)
3.46736850452522e+005	(-3.04576185707394e+001dB,-3.74735006093140e-004°)
3.54813389233566e+005	(-3.04576185611869e+001dB,-3.83462733229270e-004°)
3.63078054770091e+005	(-3.04576185511838e+001dB,-3.92393685986883e-004°)
3.71535229097162e+005	(-3.04576185407088e+001dB,-4.01532593172958e-004°)
3.80189396320551e+005	(-3.04576185297396e+001dB,-4.10884293392764e-004°)
3.89045144994270e+005	(-3.04576185182530e+001dB,-4.20453737582554e-004°)
3.98107170553486e+005	(-3.04576185062244e+001dB,-4.30245991599508e-004°)
4.07380277804102e+005	(-3.04576184936283e+001dB,-4.40266238870106e-004°)
4.16869383470324e+005	(-3.04576184804380e+001dB,-4.50519783098174e-004°)
4.26579518801581e+005	(-3.04576184666252e+001dB,-4.61012051033818e-004°)
4.36515832240154e+005	(-3.04576184521606e+001dB,-4.71748595304562e-004°)
4.46683592150951e+005	(-3.04576184370134e+001dB,-4.82735097309912e-004°)
4.57088189614862e+005	(-3.04576184211514e+001dB,-4.93977370180696e-004°)
4.67735141287185e+005	(-3.04576184045408e+001dB,-5.05481361804465e-004°)
4.78630092322625e+005	(-3.04576183871462e+001dB,-5.17253157918315e-004°)
4.89778819368433e+005	(-3.04576183689306e+001dB,-5.29298985270459e-004°)
5.01187233627259e+005	(-3.04576183498552e+001dB,-5.41625214851935e-004°)
5.12861383991351e+005	(-3.04576183298792e+001dB,-5.54238365199829e-004°)
5.24807460249758e+005	(-3.04576183089602e+001dB,-5.67145105773399e-004°)
5.37031796370238e+005	(-3.04576182870535e+001dB,-5.80352260404532e-004°)
5.49540873857609e+005	(-3.04576182641125e+001dB,-5.93866810823944e-004°)
5.62341325190334e+005	(-3.04576182400882e+001dB,-6.07695900264560e-004°)
5.75439937337141e+005	(-3.04576182149293e+001dB,-6.21846837143532e-004°)
5.88843655355573e+005	(-3.04576181885822e+001dB,-6.36327098824339e-004°)
6.02559586074341e+005	(-3.04576181609907e+001dB,-6.51144335460431e-004°)
6.16595001861465e+005	(-3.04576181320959e+001dB,-6.66306373921913e-004°)
6.30957344480176e+005	(-3.04576181018361e+001dB,-6.81821221806700e-004°)
6.45654229034638e+005	(-3.04576180701465e+001dB,-6.97697071537666e-004°)
6.60693448007578e+005	(-3.04576180369597e+001dB,-7.13942304547231e-004°)
6.76082975391963e+005	(-3.04576180022045e+001dB,-7.30565495550881e-004°)
6.91830970918917e+005	(-3.04576179658068e+001dB,-7.47575416911084e-004°)
7.07945784384118e+005	(-3.04576179276886e+001dB,-7.64981043093086e-004°)
7.24435960074970e+005	(-3.04576178877685e+001dB,-7.82791555214002e-004°)
7.41310241300897e+005	(-3.04576178459611e+001dB,-8.01016345686701e-004°)
7.58577575029163e+005	(-3.04576178021767e+001dB,-8.19665022959862e-004°)
7.76247116628670e+005	(-3.04576177563217e+001dB,-8.38747416355652e-004°)
7.94328234724259e+005	(-3.04576177082978e+001dB,-8.58273581006359e-004°)
8.12830516164076e+005	(-3.04576176580020e+001dB,-8.78253802891398e-004°)
8.31763771102648e+005	(-3.04576176053266e+001dB,-8.98698603975960e-004°)
8.51138038202353e+005	(-3.04576175501584e+001dB,-9.19618747452616e-004°)
8.70963589956056e+005	(-3.04576174923791e+001dB,-9.41025243087115e-004°)
8.91250938133721e+005	(-3.04576174318646e+001dB,-9.62929352669584e-004°)
9.12010839355884e+005	(-3.04576173684848e+001dB,-9.85342595572221e-004°)
9.33254300796965e+005	(-3.04576173021035e+001dB,-1.00827675441464e-003°)
9.54992586021409e+005	(-3.04576172325777e+001dB,-1.03174388083781e-003°)
9.77237220955783e+005	(-3.04576171597580e+001dB,-1.05575630138756e-003°)
1.00000000000000e+006	(-3.04576170834873e+001dB,-1.08032662350849e-003°)
